Institute of Informatics,,,
Instituto de Engenharia de Sistemas e Computadores (INESC-LISBOA),Internacional,,
Globo Computação Gráfica,Rio de Janeiro,RJ,Sudeste
Instituto de Tecnologia Eletro-Eletrônica (ITEEL),,,
DATANAV Engenharia LTDA,,,
Coordenadoria de Informática do Instituto do Coração (InCor),São Paulo,SP,Sudeste
Centro de Pesquisas e Desenvolvimento Leopoldo Américo Miguez de Mello CENPES/Petrobrás,Rio de Janeiro,RJ,Sudeste
Divisão de Processamento de Dados do Centro de Pesquisas de Energia Elétrica (CEPEL),Rio de Janeiro,RJ,Sudeste
SID Informática S/A,,,
Johnson e Johnson Baby Products Co.,Internacional,,
Divisão de Mecânica Estrutural do Departamento de Reatores do Instituto de Engenharia Nuclear (IEN),Rio de Janeiro,RJ,Sudeste
Laboratório Nacional de Engenharia e Tecnologia Industrial (LNETI),,,

****************************************************************
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul,
"Graduate Program in Psychology, Pontifical Catholic University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul,
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul,
"School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil",São Paulo,SP,Sudeste,
"School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil",São Paulo,SP,Sudeste,
"School of Electrical and Computer Engineering, University of Campinas, Campinas, Brazil",São Paulo,SP,Sudeste,
Institute of Informatics,,,,
Institute of Informatics,,,,
Institute of Mathematics - Universidade Federal do Rio Grande do Sul,Rio Grande do Sul,RS,Sul
Institute of Informatics,,,,
"São Paulo State University (UNESP), Presidente Prudente, SP, Brazil",São Paulo,SP,Sudeste
"São Paulo State University (UNESP), Presidente Prudente, SP, Brazil",São Paulo,SP,Sudeste
"São Paulo State University (UNESP), Rio Claro, SP, Brazil",São Paulo,SP,Sudeste
Universidade Federal Fluminense,Rio de Janeiro,RJ,Sudeste
Universidade Federal Fluminense,Rio de Janeiro,RJ,Sudeste
Universidade Federal Fluminense,Rio de Janeiro,RJ,Sudeste
"University of Illinois, Chicago",Internacional,,
Universidade Federal Fluminense,Rio de Janeiro,RJ,Sudeste
Universidade Federal Fluminense,Rio de Janeiro,RJ,Sudeste
Massachusetts Institute of Technology,Internacional,,
New York University,Internacional,,
University of Illinois Chicago,Internacional,,
Universidade Federal de Pernambuco,Pernambuco,PE,Nordeste
New York University,Internacional,,
Kohn Pedersen Fox Associates PC,Internacional,,,S
Universidade Federal Fluminense,Rio de Janeiro,RJ,Sudeste
"CDTec - Federal University of Pelotas Pelotas, Rio Grande do Sul, Brazil",Rio Grande do Sul,RS,Sul
"Instituto Superior Técnico, University of Lisbon, Lisboa, Portugal",Internacional,,
"Instituto de Informatica, Federal University of Rio Grande do Sul, Porto Alegre, Brazil",Rio Grande do Sul,RS,Sul
"CDTec - Federal University of Pelotas Pelotas, Rio Grande do Sul, Brazil",Rio Grande do Sul,RS,Sul
"Universidade Federal do Pampa, Alegrete, Rio Grande do Sul, Brasil",Rio Grande do Sul,RS,Sul
"Universidade Federal do Pampa, Alegrete, Rio Grande do Sul, Brasil",Rio Grande do Sul,RS,Sul
"Universidade Federal do Pampa, Alegrete, Rio Grande do Sul, Brasil",Rio Grande do Sul,RS,Sul
"Universidade Federal do Pampa, Alegrete, Rio Grande do Sul, Brasil",Rio Grande do Sul,RS,Sul
"Universidade Federal do Pampa, Alegrete, Rio Grande do Sul, Brasil",Rio Grande do Sul,RS,Sul
"Depart. of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"University of Louisiana at Lafayette, USA",Internacional,,
"Depart. of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"unico - idTech, Brazil",São Paulo,SP,Sudeste
"unico - idTech, Brazil",São Paulo,SP,Sudeste
"Depart. of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"Department of Computer Science, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil",Minas Gerais,MG,Sudeste
"Department of Informatics, Universität Zürich, Zürich, ZH, Switzerland",Internacional,,
"Department of Computer Science, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brazil",Minas Gerais,MG,Sudeste
"Depart. of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"Federal Institute of Mato Grosso (IFMT), Pontes e Lacerda, Brazil",Mato Grosso,MT,Centro-Oeste
"Depart. of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"unico - idTech, Brazil",São Paulo,SP,Sudeste
"unico - idTech, Brazil",São Paulo,SP,Sudeste
"unico - idTech, Brazil",São Paulo,SP,Sudeste
"Depart. of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"Institute of Informatics, Federal University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
SENAI Innovation Institute for Integrated Solutions in Metalmechanics,,,,
"Institute of Informatics, Federal University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
SENAI Innovation Institute for Integrated Solutions in Metalmechanics,,,,
"Institute of Informatics, Federal University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
"Institute of Informatics, Federal University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
"Department of Computing, Visual Computing Lab, Universidade Federal Rural de Pernambuco (UFRPE), Brazil",Pernambuco,PE,Nordeste
"Department of Computing, Visual Computing Lab, Universidade Federal Rural de Pernambuco (UFRPE), Brazil",Pernambuco,PE,Nordeste
"Department of Computing, Visual Computing Lab, Universidade Federal Rural de Pernambuco (UFRPE), Brazil",Pernambuco,PE,Nordeste
"Department of Computing, Visual Computing Lab, Universidade Federal Rural de Pernambuco (UFRPE), Brazil",Pernambuco,PE,Nordeste
"Centro de Informatica - CIn, Universidade Federal de Pernambuco (UFPE), Brazil",Pernambuco,PE,Nordeste
"Center for Excellence in Social Technologies (NEES), Federal University of Alagoas, Brazil",Alagoas,AL,Nordeste
"Department of Computing, Visual Computing Lab, Universidade Federal Rural de Pernambuco (UFRPE), Brazil",Pernambuco,PE,Nordeste
"Center for Excellence in Social Technologies (NEES), Federal University of Alagoas, Brazil",Alagoas,AL,Nordeste
"Department of Computing, Visual Computing Lab, Universidade Federal Rural de Pernambuco (UFRPE), Brazil",Pernambuco,PE,Nordeste
"Department of Computer Science, Federal University of Juiz de Fora, Juiz de Fora, Brazil",Minas Gerais,MG,Sudeste
"Department of Computer Science, Federal University of Juiz de Fora, Juiz de Fora, Brazil",Minas Gerais,MG,Sudeste
"Department of Computer Science, Federal University of Juiz de Fora, Juiz de Fora, Brazil",Minas Gerais,MG,Sudeste
"ICOMP - Institute of Computing, Federal University of Amazonas, Manaus, Amazonas",Amazonas,AM,Norte
"ICOMP - Institute of Computing, Federal University of Amazonas, Manaus, Amazonas",Amazonas,AM,Norte
"ICOMP - Institute of Computing, Federal University of Amazonas, Manaus, Amazonas",Amazonas,AM,Norte
"University of São Paulo (USP), São Carlos - SP, Brazil",São Paulo,SP,Sudeste
"University of Campinas (UNICAMP), Campinas, SP, Brazil",São Paulo,SP,Sudeste
"University of São Paulo (USP), São Carlos - SP, Brazil",São Paulo,SP,Sudeste
"Computer Science Center (C3), Federal University of Rio Grande (FURG), Brazil",Rio Grande do Sul,RS,Sul
"Computer Science Center (C3), Federal University of Rio Grande (FURG), Brazil",Rio Grande do Sul,RS,Sul
"Computer Science Center (C3), Federal University of Rio Grande (FURG), Brazil",Rio Grande do Sul,RS,Sul
"Center for Social and Technological Sciences (PGEEC), Catholic University of Pelotas (UCPEL), Brazil",Rio Grande do Sul,RS,Sul
"Mathematics and Statistics Department, Federal University of Pelotas",Rio Grande do Sul,RS,Sul
"Institute of Informatics, Federal University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
"Federal University of Santa Maria, Santa Maria, Brazil",Rio Grande do Sul,RS,Sul
"Federal University of Santa Maria, Santa Maria, Brazil",Rio Grande do Sul,RS,Sul
"Federal University of Santa Maria, Santa Maria, Brazil",Rio Grande do Sul,RS,Sul
"Federal University of Santa Maria, Santa Maria, Brazil",Rio Grande do Sul,RS,Sul
"Institute of Geosciences and Exact Sciences, São Paulo State University, Rio Claro, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Institute of Geosciences and Exact Sciences, São Paulo State University, Rio Claro, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Institute of Geosciences and Exact Sciences, São Paulo State University, Rio Claro, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Institute of Geosciences and Exact Sciences, São Paulo State University, Rio Claro, Sao Paulo, Brazil",São Paulo,SP,Sudeste
"Departamento de Computação, Universidade Federal Rural de Pernambuco, Recife, PE, Brazil",Pernambuco,PE,Nordeste
"Voxar Labs-Centro de Informática, Universidade Federal de Pernambuco, Recife, PE, Brazil",Pernambuco,PE,Nordeste
"Faculty of Information Science and Electrical Engineering, Kyushu University, Fukuoka, Japan",Internacional,,
"NARA Institute of Science and Technology (NAIST), Nara, Japan",Internacional,,
"Voxar Labs-Centro de Informática, Universidade Federal de Pernambuco, Recife, PE, Brazil",Pernambuco,PE,Nordeste
"Center for Computational Science (C3), Federal University of Rio Grande (FURG), Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science (C3), Federal University of Rio Grande (FURG), Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science (C3), Federal University of Rio Grande (FURG), Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science-C3, Universidade Federal do Rio Grande - FURG, Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science-C3, Universidade Federal do Rio Grande - FURG, Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science-C3, Universidade Federal do Rio Grande - FURG, Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science-C3, Universidade Federal do Rio Grande - FURG, Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science-C3, Universidade Federal do Rio Grande - FURG, Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science-C3, Universidade Federal do Rio Grande - FURG, Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science-C3, Universidade Federal do Rio Grande - FURG, Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Center for Computational Science-C3, Universidade Federal do Rio Grande - FURG, Rio Grande, Brazil",Rio Grande do Sul,RS,Sul
"Department of Computing, Universidade Federal Rural de Pernambuco, Recife, Brazil",Pernambuco,PE,Nordeste
"Department of Computing, Visual Computing Lab, Universidade Federal Rural de Pernambuco, Recife, Brazil",Pernambuco,PE,Nordeste
"Depart. of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"unico - idTech, Brazil",São Paulo,SP,Sudeste
"unico - idTech, Brazil",São Paulo,SP,Sudeste
"unico - idTech, Brazil",São Paulo,SP,Sudeste
"Depart. of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"Alegrete, Federal University of Pampa (UNIPAMPA), RS, Brazil",Rio Grande do Sul,RS,Sul
"Alegrete, Federal University of Pampa (UNIPAMPA), RS, Brazil",Rio Grande do Sul,RS,Sul
"Bagé, RS, Brazil",Rio Grande do Sul,RS,Sul
"Institute of Computing, University of Campinas (UNICAMP), Brazil",São Paulo,SP,Sudeste
"Department of Information Engineering and Computer Science, University of Trento (UniTN), Italy",Internacional,,
"Department of Computing, Federal University of são Carlos (UFSCar), Brazil",São Paulo,SP,Sudeste
"Computing Department, São Paulo State University (UNESP), Bauru, Brasil",São Paulo,SP,Sudeste
"Computing Department, São Paulo State University (UNESP), Bauru, Brasil",São Paulo,SP,Sudeste
"Computing Department, São Paulo State University (UNESP), Bauru, Brasil",São Paulo,SP,Sudeste
"Computing Department, São Paulo State University (UNESP), Bauru, Brasil",São Paulo,SP,Sudeste
"School of Electrical and Electronic Engineering, The University of Manchester, Manchester, United Kingdom",Internacional,,
"Universidade Federal Fluminense (UFF), Niterói, Brazil",Rio de Janeiro,RJ,Sudeste
"Universidade Federal Fluminense (UFF), Niterói, Brazil",Rio de Janeiro,RJ,Sudeste
"Universidade Federal Fluminense (UFF), Niterói, Brazil",Rio de Janeiro,RJ,Sudeste
"Universidade Federal Fluminense (UFF), Niterói, Brazil",Rio de Janeiro,RJ,Sudeste
"Universidade Federal Fluminense (UFF), Niterói, Brazil",Rio de Janeiro,RJ,Sudeste
"Inria Chile Research Center, Las Condes, Chile",Internacional,,
"School of Arts, Sciences and Humanities University of São Paulo, São Paulo, Brazil",São Paulo,SP,Sudeste
"School of Arts, Sciences and Humanities University of São Paulo, São Paulo, Brazil",São Paulo,SP,Sudeste
"School of Arts, Sciences and Humanities University of São Paulo, São Paulo, Brazil",São Paulo,SP,Sudeste
"Department of Computer Science, Universidade Federal de Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Department of Computer Science, Universidade Federal de Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Computing Science and Mathematics, University of Stirling, United Kingdom",Internacional,,
"Department of Computer Science, Universidade Federal de Minas Gerais, Brazil",Minas Gerais,MG,Sudeste
"Department of Computer Science, University of Sheffield, United Kingdom",Internacional,,
"Venturus - Innovation & Technology, Campinas, SP, Brazil",São Paulo,SP,Sudeste
"Venturus - Innovation & Technology, Campinas, SP, Brazil",São Paulo,SP,Sudeste
"Institute of Computing, University of Campinas, Campinas, SP, Brazil",São Paulo,SP,Sudeste
"Venturus - Innovation & Technology, Campinas, SP, Brazil",São Paulo,SP,Sudeste
"Venturus - Innovation & Technology, Campinas, SP, Brazil",São Paulo,SP,Sudeste
"Venturus - Innovation & Technology, Campinas, SP, Brazil",São Paulo,SP,Sudeste
"Compal - Electronics Inc., Taipei, Taiwan",Internacional,,
"Institute of Computing, University of Campinas, Campinas, SP, Brazil",São Paulo,SP,Sudeste
Federal University of ABC - UFABC - Brazil,São Paulo,SP,Sudeste
Federal University of ABC - UFABC - Brazil,São Paulo,SP,Sudeste
Cancer Institute of the State of São Paulo - ICESP - Brazil,São Paulo,SP,Sudeste
"Department of Informatics, Universidade Federal de Viçosa - UFV, Viçosa, Brazil",Minas Gerais,MG,Sudeste
"Department of Informatics, Universidade Federal de Viçosa - UFV, Viçosa, Brazil",Minas Gerais,MG,Sudeste
"Department of Production Engineering, Universidade Federal Fluminense - UFF, Petrópolis, Brazil",Rio de Janeiro,RJ,Sudeste
"Department of Informatics, Universidade Federal de Viçosa - UFV, Viçosa, Brazil",Minas Gerais,MG,Sudeste
"Department of Informatics, Universidade Federal de Viçosa - UFV, Viçosa, Brazil",Minas Gerais,MG,Sudeste
"Intelligent Vision Research Lab, Institute of Computing, University Federal of Bahia",Bahia,BA,Nordeste
"Department of Periodontics, Federal University of Bahia",Bahia,BA,Nordeste
"Intelligent Vision Research Lab, Institute of Computing, University Federal of Bahia",Bahia,BA,Nordeste
"Video Technology Research Group - ViTech, Graduate Program in Computing - PPGC, Federal University of Pelotas - UFPel, Pelotas, Brazil",Rio Grande do Sul,RS,Sul
"Video Technology Research Group - ViTech, Graduate Program in Computing - PPGC, Federal University of Pelotas - UFPel, Pelotas, Brazil",Rio Grande do Sul,RS,Sul
"Video Technology Research Group - ViTech, Graduate Program in Computing - PPGC, Federal University of Pelotas - UFPel, Pelotas, Brazil",Rio Grande do Sul,RS,Sul
"Video Technology Research Group - ViTech, Graduate Program in Computing - PPGC, Federal University of Pelotas - UFPel, Pelotas, Brazil",Rio Grande do Sul,RS,Sul
"Video Technology Research Group - ViTech, Graduate Program in Computing - PPGC, Federal University of Pelotas - UFPel, Pelotas, Brazil",Rio Grande do Sul,RS,Sul
"Department of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"Federal Institute of Paraná, Irati, Brazil",Paraná,PR,Sul
"Department of Informatics, Federal University of Paraná, Curitiba, PR, Brazil",Paraná,PR,Sul
"Department of Informatics, Universidade Federal de Viçosa - UFV, Viçosa, Brazil",Minas Gerais,MG,Sudeste
"Department of Informatics, Universidade Federal de Viçosa - UFV, Viçosa, Brazil",Minas Gerais,MG,Sudeste
"Department of Informatics, Universidade Federal de Viçosa - UFV, Viçosa, Brazil",Minas Gerais,MG,Sudeste
"Institute of Informatics, Federal University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
"Institute of Informatics, Federal University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
"University of São Paulo, São Carlos, São Paulo",São Paulo,SP,Sudeste
"University of São Paulo, São Carlos, São Paulo",São Paulo,SP,Sudeste
"Informatics Department, Federal University of Maranhão, São Luis, Maranhão",Maranhão,MA,Nordeste
"Informatics Department, Federal University of Maranhão, São Luis, Maranhão",Maranhão,MA,Nordeste
"Researcher at the IPT - Institute for Technological Research of the State of São Paulo, Brazil",São Paulo,SP,Sudeste
"University of São Paulo, Institute of Mathematics and Statistics, São Paulo, SP, Brazil",São Paulo,SP,Sudeste
"Instituto de Ciência e Tecnologia, São José dos Campos, SP, Brazil",São Paulo,SP,Sudeste
"University of São Paulo, Institute of Mathematics and Statistics, São Paulo, SP, Brazil",São Paulo,SP,Sudeste
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, RS, Brazil",Rio Grande do Sul,RS,Sul
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, RS, Brazil",Rio Grande do Sul,RS,Sul
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, RS, Brazil",Rio Grande do Sul,RS,Sul
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, RS, Brazil",Rio Grande do Sul,RS,Sul
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, RS, Brazil",Rio Grande do Sul,RS,Sul
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, RS, Brazil",Rio Grande do Sul,RS,Sul
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul, Porto Alegre, RS, Brazil",Rio Grande do Sul,RS,Sul
"Computer Science Department (DCC), Image and Multimedia Data Science Laboratory (IMScience), Pontifical Catholic University of Minas Gerais (PUC Minas), Belo Horizonte, Brazil",Minas Gerais,MG,Sudeste
"Computer Science Department (DCC), Image and Multimedia Data Science Laboratory (IMScience), Pontifical Catholic University of Minas Gerais (PUC Minas), Belo Horizonte, Brazil",Minas Gerais,MG,Sudeste
"Laboratory of Image Data Science (LIDS), Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, Brazil",São Paulo,SP,Sudeste
"Laboratory of Image Data Science (LIDS), Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, Brazil",São Paulo,SP,Sudeste
"Laboratory of Image Data Science (LIDS), Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, Brazil",São Paulo,SP,Sudeste
"Laboratory of Image Data Science (LIDS), Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, Brazil",São Paulo,SP,Sudeste
"Computer Science Department (DCC), Image and Multimedia Data Science Laboratory (IMScience), Pontifical Catholic University of Minas Gerais (PUC Minas), Belo Horizonte, Brazil",Minas Gerais,MG,Sudeste
"Laboratory of Image Data Science (LIDS), Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, Brazil",São Paulo,SP,Sudeste
"Computer Science Department (DCC), Image and Multimedia Data Science Laboratory (IMScience), Pontifical Catholic University of Minas Gerais (PUC Minas), Belo Horizonte, Brazil",Minas Gerais,MG,Sudeste
Unisinos,Rio Grande do Sul,RS,Sul
IMPA,Rio de Janeiro,RJ,Sudeste
PUC-Rio,Rio de Janeiro,RJ,Sudeste
U Coimbra,Internacional,,
PUC-Rio,Rio de Janeiro,RJ,Sudeste
IMPA,Rio de Janeiro,RJ,Sudeste
University of Illinois Chicago,Internacional,,
Universidade Federal Fluminense,Rio de Janeiro,RJ,Sudeste
Universidade Federal de Pernambuco,Pernambuco,PE,Nordeste
University of Illinois Chicago,Internacional,,
"School of Computer Science, Federal University of Uberlândia Av. João Naves de Ávila, 2121, Uberlândia, MG, Brazil",Minas Gerais,MG,Sudeste
"Federal University of Viçosa, Campus Rio Paranaíba,, MG, Brazil",Minas Gerais,MG,Sudeste
"School of Computer Science, Federal University of Uberlândia Av. João Naves de Ávila, 2121, Uberlândia, MG, Brazil",Minas Gerais,MG,Sudeste
"Federal University of Viçosa, Campus Rio Paranaíba,, MG, Brazil",Minas Gerais,MG,Sudeste
"School of Computer Science, Federal University of Uberlândia Av. João Naves de Ávila, 2121, Uberlândia, MG, Brazil",Minas Gerais,MG,Sudeste
"School of Computer Science, Federal University of Uberlândia Av. João Naves de Ávila, 2121, Uberlândia, MG, Brazil",Minas Gerais,MG,Sudeste
"Federal University of Mato Grosso (UFMT), Cuiabá, MT, Brazil",Mato Grosso,MT,Centro-Oeste
"Eletrobras-Furnas, Rio de Janeiro, RJ, Brazil",Rio de Janeiro,RJ,Sudeste
"Eletrobras-Furnas, Rio de Janeiro, RJ, Brazil",Rio de Janeiro,RJ,Sudeste
"Universidade Federal de Goiás (UFG), Goiânia, GO, Brazil",Goiás,GO,Centro-Oeste
"Universidade Estadual Paulista (UNESP), São José do Rio Preto, SP, Brazil",São Paulo,SP,Sudeste
"Eletrobras-Furnas, Rio de Janeiro, RJ, Brazil",Rio de Janeiro,RJ,Sudeste
"Institute of Science and Technology Universidade Federal de São Paulo, São José dos Campos, Brazil",São Paulo,SP,Sudeste
"Visiona Tecnologia Espacial S.A., São José dos Campos, Brazil",São Paulo,SP,Sudeste
"Institute of Science and Technology Universidade Federal de São Paulo, São José dos Campos, Brazil",São Paulo,SP,Sudeste
"Institute of Science and Technology Universidade Federal de São Paulo, São José dos Campos, Brazil",São Paulo,SP,Sudeste
"São José dos Campos, Instituto Nacional de Pesquisas Espaciais (INPE), SP, Brazil",São Paulo,SP,Sudeste
"São José dos Campos, Universidade Federal de São Paulo (UNIFESP), SP, Brazil",São Paulo,SP,Sudeste
"São José dos Campos, Universidade Federal de São Paulo (UNIFESP), SP, Brazil",São Paulo,SP,Sudeste
"São José dos Campos, Instituto Nacional de Pesquisas Espaciais (INPE), SP, Brazil",São Paulo,SP,Sudeste
"São José dos Campos, Instituto Nacional de Pesquisas Espaciais (INPE), SP, Brazil",São Paulo,SP,Sudeste
"Universidade Federal de São Carlos (UFSCar), Sorocaba, Brazil",São Paulo,SP,Sudeste
"Department of Computing, PPGIA, Universidade Federal Rural de Pernambuco, Recife, Brazil",Pernambuco,PE,Nordeste
"School of Computer Science, Australian Institute of Machine Learning University of Adelaide, Adelaide, Australia",Internacional,,
"Visual Computing Lab, Universidade Federal Rural de Pernambuco, Recife, Brazil",Pernambuco,PE,Nordeste
"Smart Sense Lab, Universidade Federal de Minas Gerais, Belo Horizonte",Minas Gerais,MG,Sudeste
"Smart Sense Lab, Universidade Federal de Minas Gerais, Belo Horizonte",Minas Gerais,MG,Sudeste
"Smart Sense Lab, Universidade Federal de Minas Gerais, Belo Horizonte",Minas Gerais,MG,Sudeste
"AI/HDL Lab, Samsung R&D Insitute Brazil, Campinas",São Paulo,SP,Sudeste
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
"Graduate Program in History, Pontifical Catholic University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
"Graduate Program in Computer Science, Pontifical Catholic University of Rio Grande do Sul",Rio Grande do Sul,RS,Sul
"Institute of Mathematics and Computer Sciences, University of São Paulo (ICMC-USP), São Carlos, Brazil",São Paulo,SP,Sudeste
"Institute of Mathematics and Computer Sciences, University of São Paulo (ICMC-USP), São Carlos, Brazil",São Paulo,SP,Sudeste
