id,keyword
276,HSV COLOR
277,3D SCATTER PLOT
278,SEMANTIC PREDICTION
279,YOLO
280,HANDWRITING RECOGNITION
281,CODES
282,EDUCATION
283,SYMBOLS
284,TRANSFORMS
285,COMPLEXITY THEORY
286,MNIST DATASET
287,ARTIFICIAL IMAGES
288,VERTICAL FORM
289,VALIDATION SET
290,PUBLIC DATASETS
291,INTERSECTION OVER UNION
292,AVERAGE PRECISION
293,MATHEMATICAL EQUATIONS
294,TRANSCRIPTOR
295,QUALITY DETECTION
296,WEB-BASED LEARNING
297,IMAGE SEGMENTATION
298,REFINING
299,TRANSFER LEARNING
300,ARTIFICIAL NEURAL NETWORKS
301,FIRE DETECTION
302,COLOR THRESHOLD
303,FALSE POSITIVE RATE
304,IMAGE CLASSIFICATION
305,ENERGY FUNCTION
306,PRECISION AND RECALL
307,TERMINAL NODES
308,PIXEL COLOR
309,SINK NODE
310,HIGH TRUE POSITIVE RATE
311,SEGMENTATION STAGE
312,FIRE INCIDENTS
313,POWER OF NEURAL NETWORKS
314,FIRE SEGMENTATION
315,GRAPH CUT
316,COLOR THRESHOLDING
317,PROTOCOLS
318,WILDLIFE
319,VEGETATION MAPPING
320,OPTICAL WAVELENGTH CONVERSION
321,CAMERAS
322,CONTEXT-AWARE
323,SIAMESE NETWORK
324,CAMERA TRAPS
325,EMPTY IMAGES
326,IMAGE PAIRS
327,REFERENCE IMAGE
328,IMAGE CAPTURE
329,NETWORK IMAGE
330,LOCAL VEGETATION
331,CAPTURE LOCATION
332,TIME OF DAY
333,ANIMAL SPECIES
334,NUMBER OF IMAGES
335,CAPTURE TIME
336,FRACTIONAL VALUE
337,STOCHASTIC GRADIENT DESCENT
338,POPULATION SIZE OF SPECIES
339,CAPTURE SITE
340,INPUT IMAGE
341,MOTION DETECTION
342,CONSERVATION BIOLOGY
343,COSTS
344,COMPUTER ARCHITECTURE
345,DATA PROCESSING
346,DATA MODELS
347,PROGNOSTICS AND HEALTH MANAGEMENT
348,SPECTROGRAM
349,RECURRENT NEURAL NETWORK
350,REMAINING USEFUL LIFE
351,LONG SHORT-TERM MEMORY
352,VIBRATION SIGNALS
353,INDUSTRIAL EQUIPMENT
354,PREDICTIVE MAINTENANCE
355,TIME SERIES
356,COMPUTATIONAL COST
357,MODEL EVALUATION
358,FREQUENCY DOMAIN
359,ACCELEROMETER
360,LOW POWER WIDE AREA NETWORKS
361,ROLLING BEARING
362,VIBRATION ANALYSIS
363,INTERNET OF THINGS
364,DISCRETE FOURIER TRANSFORM
365,MAXIMUM LIFE
366,FAST FOURIER TRANSFORM
367,HYPERPARAMETER TUNING
368,EARLY STOPPING
369,IMAGE RECOGNITION
370,TRANSFORMERS
371,BEHAVIORAL SCIENCES
372,AGGREGATION FUNCTION
373,ATTENTION MECHANISM
374,MATRIX MULTIPLICATION
375,SIGN LANGUAGE
376,MATHEMATICAL OPERATIONS
377,CLASSIFICATION SCENARIOS
378,CONVOLUTIONAL NETWORK
379,COMPUTER VISION
380,SEQUENCE ELEMENTS
381,VISION TRANSFORMER
382,TRANSFORMER MODEL
383,TRANSFORMER ARCHITECTURE
384,COMBINATION OF FUNCTIONS
385,INPUT REPRESENTATION
386,LONG-RANGE DEPENDENCIES
387,DECODER LAYER
388,INCREASE IN ACCURACY
389,ENCODER LAYER
390,ROADS
391,VIDEO SEQUENCES
392,LIGHT SIGNAL
393,SIGN DETECTION
394,ONBOARD CAMERA
395,TWO-WAY ROAD
396,RUNNING TIME
397,IMAGE DOMAIN
398,INTRINSIC PARAMETERS
399,RASPBERRY PI
400,EXTRINSIC PARAMETERS
401,FAR-FIELD
402,SPEED LIMIT
403,DETECTION MODE
404,STREET VIEW
405,WORLD COORDINATE SYSTEM
406,YAW ANGLE
407,TRACKING MODE
408,CAMERA FIELD
409,INPUT RESOLUTION
410,WINDSHIELD
411,CROPPED IMAGES
412,FASTER R-CNN
413,ADVANCED DRIVER ASSISTANCE SYSTEMS
414,SIMULTANEOUS LOCALIZATION AND MAPPING
415,HEURISTIC ALGORITHMS
416,KITTI DATASET
417,DYNAMIC OBJECTS
418,MASK R-CNN
419,MONOCULAR CAMERA
420,MONOCULAR IMAGES
421,INDOOR ENVIRONMENTS
422,LOCAL MAP
423,POSE ESTIMATION
424,CAMERA POSE
425,STEREO CAMERA
426,CORRECT DISTANCE
427,LOOP CLOSURE
428,REPROJECTION ERROR
429,BUNDLE ADJUSTMENT
430,VSLAM
431,DYNASLAM
432,ORB-SLAM3
433,VIDEO SURVEILLANCE
434,TASK ANALYSIS
435,ANOMALY DETECTION
436,OBJECT POSITION
437,REFERENCE OBJECT
438,SET OF FRAMES
439,VIDEO OBJECT
440,PRETEXT TASK
441,MULTIPLE INSTANCE LEARNING
442,OPEN-SOURCE SOFTWARE
443,TEMPORAL WINDOW
444,BACKBONE NETWORK
445,APPEARANCE FEATURES
446,OBJECT TRACKING
447,SELF-SUPERVISED LEARNING
448,OBJECTS IN THE SCENE
449,3D CONVOLUTION
450,OBJECT APPEARANCE
451,FULLY-CONNECTED NETWORK
452,ABSOLUTE IMPROVEMENT
453,BACKBONE MODEL
454,FUTURE FRAMES
455,ABNORMAL SAMPLES
456,TEST PARTITION
457,FEATURE VECTOR OF SIZE
458,RECEPTIVE FIELD
459,INTERMEDIATE LAYER
460,PEDESTRIANS
461,DETECTORS
462,PERFORMANCE ANALYSIS
463,PEDESTRIAN DETECTION
464,TARGET DATA
465,TARGET DATASET
466,AUTOMATIC APPROACH
467,AUTOMATIC LABELING
468,DATA SOURCES
469,FALSE NEGATIVE
470,GAUSSIAN KERNEL
471,QUANTITATIVE EVALUATION
472,GROUND PLANE
473,LABELED DATA
474,SMART CITY
475,3D POSITION
476,PRE-TRAINED WEIGHTS
477,3D DETECTION
478,OCCUPANCY MAP
479,GOPRO HERO
480,SOYBEAN
481,LITERATURE DATA
482,HYBRID MODEL
483,USE OF MACHINE LEARNING
484,SEGMENTATION LABELS
485,FEWER LAYERS
486,MULTILAYER PERCEPTRON
487,WEED CONTROL
488,ATTENTION MAP
489,POSITIONAL ENCODING
490,TRANSFORMER ENCODER
491,INDUCTIVE BIAS
492,MULTI-HEAD SELF-ATTENTION
493,TRANSFORMER DECODER
494,LOW-RESOLUTION FEATURE
495,CORROSION
496,MANUALS
497,INSPECTION
498,IMAGE RESTORATION
499,TANK WALL
500,SEGMENTATION METHOD
501,PART OF THE IMAGE
502,SEGMENTATION RESULTS
503,METAL PLATE
504,MORPHOLOGICAL OPERATIONS
505,FEATURE PYRAMID NETWORK
506,NON-FERROUS
507,SEGMENTATION STEP
508,CANNY EDGE DETECTION
509,SEGMENT CLASSIFICATION
510,NEURAL NETWORK-BASED METHODS
511,ANNOTATIONS
512,PREDICTIVE MODELS
513,ROBUSTNESS
514,LESIONS
515,DETECTION IN IMAGES
516,ACTIVATION MAPS
517,MASS DETECTOR
518,MAMMOGRAPHIC IMAGES
519,BREAST CANCER
520,LOCAL FEATURES
521,CLASSIFICATION TASK
522,TEST PHASE
523,GLOBAL FEATURES
524,DIGITAL MAMMOGRAPHY
525,SEGMENTATION TASK
526,COMPUTER-AIDED DIAGNOSIS
527,MEDICAL IMAGING
528,SYNTHESIZERS
529,GOVERNMENT
530,INFORMATION RETRIEVAL
531,INFORMATION EXTRACTION
532,OFFICIAL DOCUMENTATION
533,GENERATIVE ADVERSARIAL NETWORKS
534,IMAGE GENERATION
535,KINDS OF DATA
536,SYNTHETIC IMAGES
537,REAL TEST
538,ENTITY TYPES
539,LINEAR PROJECTION
540,INPAINTING
541,SYNTHETIC EXPERIMENTS
542,PERSONAL OBJECTIVES
543,SYNTHETIC TEST
544,STRUCTURAL SIMILARITY INDEX MEASURE
545,INCREASE IN PERFORMANCE
546,UPRIGHT POSITION
547,SOURCE CODING
548,CROPS
549,PRODUCTION
550,CULTIVAR IDENTIFICATION
551,FRIEDMAN TEST
552,IDENTICAL IMAGES
553,BASELINE SYSTEM
554,SUPPORT VECTOR MACHINE
555,LINEAR DISCRIMINANT ANALYSIS
556,K-NEAREST NEIGHBOR
557,IMAGE EDGE
558,AVERAGE RANK
559,BAYESIAN CLASSIFIER
560,BENCHMARK TESTING
561,OPEN SET
562,DOMAIN ADAPTATION
563,CLASS BOUNDARIES
564,DOMAIN SHIFT
565,NEGATIVE INSTANCES
566,BINARY CLASSIFICATION
567,RARE EVENTS
568,TARGET DOMAIN
569,ORIGINAL APPROACH
570,SET OF CATEGORIES
571,SOURCE DOMAIN
572,AUGMENTATION APPROACH
573,LOSS OF ORDER
574,UNKNOWN CATEGORY
575,UNCONTROLLED ENVIRONMENT
576,MEDICAL DIAGNOSIS
577,DEEP NETWORK
578,DEEP BELIEF NETWORK
579,STROKE CLASSIFICATION
580,RECOMMENDER SYSTEMS
581,INFORMATION FUSION
582,POTENTIAL FUTURE APPLICATIONS
583,SIGNED-RANK TEST
584,UNSUPERVISED LEARNING
585,MEAN ACCURACY
586,CONVOLUTION KERNEL
587,HISTOLOGICAL STAINING
588,RESTRICTED BOLTZMANN MACHINE
589,VISIBLE LAYER
590,SINE AND COSINE
591,HOLOGRAPHIC IMAGES
592,STANDARD GAUSSIAN
593,DATA SPLIT
594,SOFTMAX LAYER
595,HEALTHY BRAIN
596,DATA MODALITIES
597,COMPUTATIONAL EFFICIENCY
598,ACTIVATION FUNCTION
599,COMBINATION OF COEFFICIENTS
600,COMBINATION OF PARTS
601,LEARNING RATE
602,HYPERPARAMETERS
603,FUNCTION PARAMETERS
604,SIGMOID FUNCTION
605,WELCH'S T-TEST
606,ROW VECTOR
607,SOFTMAX FUNCTION
608,CIFAR-100 DATASET
609,LEARNING COEFFICIENT
610,RELU FUNCTION
611,ENSEMBLE METHOD
612,ORIGINAL FUNCTION
613,IMAGE CODING
614,IMAGE SYNTHESIS
615,COMPLEX NETWORKS
616,SPATIAL RESOLUTION
617,OBJECTIVE MEASURES
618,IMAGE RESOLUTION
619,QUALITY OF OUTCOMES
620,FACIAL EXPRESSIONS
621,HIGH-RESOLUTION
622,LOW RESOLUTION
623,SOURCE CODE
624,BATCH SIZE
625,COMPUTATIONAL RESOURCES
626,MODEL SIZE
627,FRECHET INCEPTION DISTANCE
628,PREVIOUS FRAME
629,NEUTRAL EXPRESSIONS
630,GLOBAL AVERAGE POOLING LAYER
631,INFLUENCE OF RESOLUTION
632,PEAK SIGNAL-TO-NOISE RATIO
633,HIGHEST RESOLUTION
634,RESOURCE CONSUMPTION
635,AFFINE TRANSFORMATION
636,DEFORESTATION
637,RAINFORESTS
638,RAW MATERIALS
639,RURAL AREAS
640,AMAZONIA
641,ROAD MAP
642,PUBLICLY ACCESSIBLE
643,LOW-RESOLUTION IMAGES
644,ROAD EXTRACTION
645,CONTEXTUAL INFORMATION
646,FINAL MAP
647,PROBABILITY FUNCTION
648,ROAD SEGMENTS
649,U-NET ARCHITECTURE
650,GROUND SAMPLING DISTANCE
651,U-NET MODEL
652,CONTEXTUAL MODULATION
653,CONTEXTUAL INDICATORS
654,ZERO-SHOT LEARNING
655,IMAGE ENHANCEMENT
656,ENHANCEMENT METHOD
657,PROFESSIONAL PHOTOGRAPHERS
658,PROFESSIONAL EDITOR
659,PHOTO EDITING
660,RAW FILES
661,IMAGE DATASET
662,RAW IMAGES
663,COLOR SPACE
664,DATA-DRIVEN METHODS
665,LIGHT REFLECTION
666,SKIN PIGMENTATION
667,FACE DETECTION
668,SKIN REGIONS
669,IMAGES OF PEOPLE
670,HISTOGRAM EQUALIZATION
671,RGB CHANNELS
672,ILLUMINATION IMAGE
673,LOOKUP TABLE
674,SMARTPHONE
675,SKIN TONE
676,ZERO-SHOT METHOD
677,ANALYTICAL MODELS
678,DATABASES
679,STATISTICAL ANALYSIS
680,MAGNETIC RESONANCE IMAGING
681,CLINICAL DATA
682,COMPLETE RESPONSE
683,HORMONE RECEPTOR
684,SAGITTAL PLANE
685,CONVOLUTION OPERATION
686,AXIAL SLICES
687,POST-CONTRAST IMAGES
688,PRE-CONTRAST IMAGES
689,FAT SUPPRESSION
690,BREAST IMAGING
691,CONVOLUTIONAL BLOCK
692,NEOADJUVANT THERAPY
693,SAGITTAL SLICES
694,DUKE UNIVERSITY
695,COVID-19
696,PANDEMICS
697,EMPLOYMENT
698,VISUAL IMPAIRMENT
699,ASSISTIVE TECHNOLOGY
700,VISUALLY IMPAIRED PEOPLE
701,DISGUST
702,DIVERSE DATA
703,GLOBAL DATABASE
704,IMAGE DESCRIPTORS
705,VERSION OF DATASET
706,PERSON IMAGE
707,VERSION OF IMAGE
708,IMAGE CAPTIONING
709,VISUAL CONTEXT
710,WORDNET
711,SMALLER VERSION
712,VISUAL QUESTION ANSWERING
713,WEBINARS
714,MAJORITY OF IMAGES
715,RADIOGRAPHY
716,FORENSICS
717,MOUTH
718,AGE ESTIMATION
719,AGE RANGE
720,PANORAMIC RADIOGRAPHS
721,PANORAMIC IMAGES
722,FORENSIC ODONTOLOGY
723,DENTAL AGE
724,AGE GROUPS
725,AGE DISTRIBUTION
726,ELDERLY INDIVIDUALS
727,MANDIBULAR
728,ACTIVE AGING
729,ALVEOLAR BONE
730,RED AREA
731,NETWORK DEPTH
732,FORENSIC SCIENCE
733,TOOTH DEVELOPMENT
734,DENTAL DEVELOPMENT
735,TOOTH ERUPTION
736,VIDEO CODING
737,SOFTWARE ALGORITHMS
738,TRANSCODING
739,DECODING
740,DECISION TREE
741,COMPLEXITY REDUCTION
742,VIDEO S1
743,CODING EFFICIENCY
744,REFERENCE SOFTWARE
745,ULTRA-HIGH-DEFINITION
746,REGIONAL DATA
747,BLOCK SIZE
748,REGRESSION TREE
749,BROAD-LEAVED
750,CANDIDATE MODELS
751,SPLIT MODE
752,BLOCK PARTITIONING
753,ENCODING TIME
754,REGION C
755,BINARY TREE
756,NAIVE BAYES ALGORITHM
757,ML MODELS
758,VIDEO ENCODING
759,VOCABULARY
760,SOCIOLOGY
761,GESTURE RECOGNITION
762,ASSISTIVE TECHNOLOGIES
763,PROBLEM CONTEXT
764,MACHINE TRANSLATION
765,DEAF INDIVIDUALS
766,JEHOVAH'S WITNESSES
767,VIDEO CAPTIONING
768,SPOKEN LANGUAGE
769,HEAD MOVEMENTS
770,EXACT MATCH
771,OPTICAL FLOW
772,UNIGRAM
773,UNIQUE WORDS
774,SOCIAL NETWORKING (ONLINE)
775,OPTICAL CHARACTER RECOGNITION
776,FAKE NEWS
777,SYNTHETIC DATA
778,APPLICATION CONTEXT
779,TEXT DATA
780,HIGHEST IMPACT
781,BACKGROUND IMAGE
782,GROUP OF IMAGES
783,EFFECTS OF ASPECTS
784,FONT SIZE
785,DEVIATION OF RATE
786,INPUT TEXT
787,DEFAULT CONFIGURATION
788,FONT COLOR
789,LICENSE PLATE
790,NUMBER OF EDITS
791,WORD ERROR RATE
792,FACEBOOK
793,DIMENSIONALITY REDUCTION
794,IMAGE RECONSTRUCTION
795,MULTISPECTRAL IMAGES
796,IMAGERY
797,COMPRESSION RATE
798,MULTISPECTRAL DATA
799,MEAN SQUARE ERROR LOSS
800,SEGMENTATION MODULE
801,LATENT SPACE
802,LIGHT REDUCTION
803,IMPERVIOUS SURFACE
804,VARIATIONAL AUTOENCODER
805,HUGHES PHENOMENON
806,COMPRESSION FACTOR
807,CONVOLUTIONAL AUTOENCODER
808,IMAGE COMPRESSION
809,FIGURE OF MERIT
810,ENCODER BLOCK
811,IMAGE RETRIEVAL
812,IMAGE REPRESENTATION
813,BAG-OF-WORDS
814,RETRIEVAL SYSTEM
815,BAG OF VISUAL WORDS
816,DIFFERENCES IN INTENSITY
817,LESS THAN OR EQUAL
818,IMAGE PIXELS
819,VISUAL FEATURES
820,VISUAL SIGNALS
821,AVERAGE DEGREE
822,CLUSTERING COEFFICIENT
823,IMAGE TEXTURE
824,VALUE OF RADIUS
825,COMPACT REPRESENTATION
826,HISTOGRAM OF VALUES
827,SCALE-INVARIANT FEATURE TRANSFORM
828,DOMINANT COLOR
829,SIMPLE LINEAR ITERATIVE CLUSTERING
830,STRENGTH DISTRIBUTION
831,ANIMALS
832,SMALL RUMINANTS
833,DETECTION OF ANEMIA
834,STAGES OF INFECTION
835,IMAGE PROCESSING TECHNIQUES
836,PARASITE
837,PREDICTION ACCURACY
838,RESEARCH IN THE FIELD
839,IMAGE ACQUISITION
840,CLASSIFICATION PERFORMANCE
841,HEMATOCRIT
842,SEGMENTATION PROCESS
843,ANDROID APPLICATION
844,VALIDATION GROUP
845,PIXEL CLASSIFICATION
846,CONSTRUCTION PHASE
847,DEGREE OF INFECTION
848,FORESTRY
849,LAYERED GRAPH
850,COLOR IMAGES
851,OBJECT OF INTEREST
852,INTEREST IN IMAGES
853,RELATIVE SIZE
854,OBJECT PAIRS
855,RELATIVE POSE
856,CONVERSATIONAL AGENTS
857,REAL CHARACTERS
858,VIRTUALLY
859,ENDOWED
860,VISUAL PERCEPTION
861,ANTHROPOMORPHIC
862,STRANGENESS
863,CROWD BEHAVIOR
864,VIRTUAL CHARACTERS
865,AREAS OF PERCEPTION
866,HOMOGENEOUS BEHAVIOR
867,HUMAN PERCEPTION
868,CROWD SIMULATION
869,TAXONOMY
870,STABILITY CRITERIA
871,TUTORIALS
872,SUPERPIXEL SEGMENTATION
873,VISUAL QUALITY
874,PROGRESS IN THIS AREA
875,HOMOGENEOUS COLOR
876,HIERARCHICAL CLUSTERING
877,PRIOR INFORMATION
878,DIRECTIONS FOR FUTURE WORK
879,HIERARCHICAL METHOD
880,MAJOR ASPECTS
881,BACKGROUND REGIONS
882,SCRIBBLE
883,THEORETICAL ADVANCES
884,TEMPORAL COHERENCE
885,INTERACTIVE SEGMENTATION
886,COMPACT SHAPE
887,PREVIOUS BENCHMARK
888,DETECTION IN VIDEOS
889,TRENDS
890,NOISE MEASUREMENT
891,IMPLICIT FUNCTION
892,DIFFERENT TYPES OF SIGNALS
893,NEURAL FIELD
894,DISCRETION
895,PARTIAL DIFFERENTIAL EQUATIONS
896,RADIAL BASIS FUNCTION
897,DIFFERENCING
898,NEURAL FUNCTION
899,NEURAL REPRESENTATIONS
900,SURFACE RECONSTRUCTION
901,POISSON EQUATION
902,PRINCIPAL CURVATURES
903,PRINCIPAL DIRECTIONS
904,CONTINUOUS-TIME MODEL
905,SIGNED DISTANCE FUNCTION
906,IMPLICIT REPRESENTATION
907,GEOMETRIC DETAILS
908,COMPACT SURFACE
909,EIGENVECTORS
910,SIMPLE ARCHITECTURE
911,SURFACE NORMALS
912,SMOOTHING
913,PROGRAMMING
914,MARKET RESEARCH
915,VISUAL TASK
916,POPULAR SCIENCE
917,INCREASED DATA AVAILABILITY
918,END OF THE SPECTRUM
919,BAR CHARTS
920,PHYSICAL LAYER
921,GOAL IN MIND
922,VISUAL ENCODING
923,JSON FILE
924,SENSOR PHENOMENA AND CHARACTERIZATION
925,UNMANNED AERIAL VEHICLES
926,NON-LINEAR CO-REGISTRATION
927,DISPLACEMENT FIELD
928,MEDIUM ALTITUDE
929,VECTOR FIELD
930,RED EDGE
931,UNMANNED AERIAL VEHICLE FLIGHT
932,GREEN EDGES
933,PERFORMANCE EVALUATION
934,POWER TRANSMISSION LINES
935,TRANSMISSION LINE MATRIX METHODS
936,FAULT DETECTION
937,COMPANIES
938,TRANSMISSION POWER
939,POWER LINE
940,EGG COLLECTION
941,FINE-TUNED
942,VIDEO RECORDINGS
943,CREATIVE PROCESS
944,HIGH-QUALITY IMAGES
945,COCO DATASET
946,TECHNICAL TEAM
947,IMAGE ANNOTATION
948,AREA DETECTOR
949,PERCENTAGE OF IMAGES
950,LACK OF DATASETS
951,RAIN
952,PLANETS
953,BIOLOGICAL SYSTEM MODELING
954,PUBLIC POLICY
955,TROPICAL FORESTS
956,MACHINE LEARNING METHODS
957,CLASSIFICATION RESULTS
958,BIOSPHERE
959,MONITORING PROGRAM
960,BALANCED ACCURACY
961,RELATIVE GAIN
962,CRIMINAL SANCTIONS
963,FOREST COVER CHANGE
964,DEFORESTED AREAS
965,SMALL DATASETS
